"evidence","login","id","savingTime","clientTime","uxLang","parameter","recommendedId","recommendedVideoId","recommendedAuthor","recommendedTitle","recommendedLength","recommendedDisplayL","recommendedLengthText","recommendedPubTime","recommendedRelativeS","recommendedViews","recommendedForYou","recommendedVerified","recommendationOrder","recommendedKind","watchedVideoId","watchedTitle","watchedAuthor","watchedChannel","watchedPubTime","watchedViews","watchedLike","watchedDislike","hoursOffset","experiment","pseudonym","step","top20","isAPItoo","thumbnail","qualitative"
49,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","6e9c6187d005f505236fd33677d3f053d3858136","HtfQzRZKNZQ","Nine News Australia","Coronavirus: New cases, Ruby Princess fallout, Job cuts | Nine News Australia",53340,"14:49","14 minutes, 49 seconds",2020-03-25T02:09:25.000Z,54000,102893,"false","true",50,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/HtfQzRZKNZQ/mqdefault.jpg","relevant"
50,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","05267bf9de948bec8c3167a74663d229f95009b1","GjiquXnnmR4","QuickTake by Bloomberg","Coronavirus Update: Prince Charles Infected; U.S. Reaches $2 Trillion Deal; Spain’s Deadliest Day","","","",2020-03-25T13:09:25.000Z,14400,4541,"false","true",51,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/GjiquXnnmR4/mqdefault.jpg","relevant"
51,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","fc37a81203162987047cbccdd9d87247c52b2003","CgBU_XWPZBY","BBC News","Coronavirus: UK pubs and restaurants told to shut to fight virus - BBC News",57480,"15:58","15 minutes",2020-03-21T17:09:25.000Z,345600,291302,"false","true",52,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/CgBU_XWPZBY/mqdefault.jpg","relevant"
52,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","dc68e00e02b96162675f7dddd6265e4adac46f18","cUvQlNrMZe0","BBC","Coronavirus: Follow virus advice or ’tougher measures’ likely, says PM @BBC News - BBC",155760,"43:16","43 minutes",2020-03-23T17:09:25.000Z,172800,124361,"false","true",53,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/cUvQlNrMZe0/mqdefault.jpg","relevant"
53,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","5a2ab06e03d8a2e9f83ca0a1bb7fb57c9339c7f0","mp0ZgkbJLlM","BBC News","UK pubs and restaurants told to shut in virus fight - BBC News",139380,"38:43","38 minutes",2020-03-21T17:09:25.000Z,345600,361732,"false","true",54,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/mp0ZgkbJLlM/mqdefault.jpg","relevant"
54,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","e3ee4588722148c43296f4828193eb90c27166e4","sa-pjN1BHlI","ABC News (Australia)","Border Force boss blames State Government for Ruby Princess coronavirus bungle | ABC News",78840,"21:54","21 minutes",2020-03-25T02:09:25.000Z,54000,41769,"false","true",55,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/sa-pjN1BHlI/mqdefault.jpg","relevant"
55,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","00cf5b9dbccd2b57fae7f89a78dabd70fe244159","YhUn1IY97-4","CBC News: The National","The National for Friday, March 20 — COVID-19 pandemic supply and demand, emotional toll",163320,"45:22","45 minutes",2020-03-21T17:09:25.000Z,345600,331157,"false","true",56,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/YhUn1IY97-4/mqdefault.jpg","relevant"
56,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","4347963b85358bbdbdca4f27fc75b15f46ffc7dc","VNP30CyV7qo","NBC News","Nightly News Full Broadcast (March 21st)",67380,"18:43","18 minutes",2020-03-22T17:09:25.000Z,259200,2847,"false","true",57,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","true","https://i.ytimg.com/vi/VNP30CyV7qo/mqdefault.jpg","relevant"
57,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","34f7b97aeb060de86645802690215243af986353","9-8eB-b9jJ0","DW News","Coronavirus in Germany: Bavaria on lockdown, is Berlin next? | DW News",28800,"8:00","8 minutes",2020-03-22T17:09:25.000Z,259200,489698,"false","true",58,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/9-8eB-b9jJ0/mqdefault.jpg","relevant"
58,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","bb5925c22d554ee1cad382799cacb53a3e0f562b","BV12DbjJrak","Global News","Global National: March 20, 2020 | Canada surpasses 1,000 cases of COVID-19",79320,"22:02","22 minutes",2020-03-21T17:09:25.000Z,345600,491461,"false","true",59,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","true","https://i.ytimg.com/vi/BV12DbjJrak/mqdefault.jpg","relevant"
59,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","0095876b87c3bfae37b95a2acc7be5a5a8eeac49","8U2_oT4rzX0","The Telegraph","Watch again: Government urges people not to panic-buy amid coronavirus crisis",121800,"33:50","33 minutes",2020-03-21T17:09:25.000Z,345600,462708,"false","true",60,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/8U2_oT4rzX0/mqdefault.jpg","relevant"
60,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","61c20874a8a603b4c395ca576cd6dc59532c5f20","1CfENQXETW4","Global News","Coronavirus outbreak: Trump, Taskforce discuss economic stimulus, stranded Americans, and testing",5366,"1:29:26","1 hour, 29 minutes",2020-03-22T17:09:25.000Z,259200,610724,"false","true",61,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/1CfENQXETW4/mqdefault.jpg","relevant"
61,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","33f49226ce75e98af6915fc6168a19115a515ab8","8qdNT1fDqRE","CBN News","CORONAVIRUS: Economy Could Be Open in Weeks, Not Months | News on The 700 Club, March 24, 2020",82200,"22:50","22 minutes",2020-03-24T17:09:25.000Z,86400,6947,"false","true",62,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/8qdNT1fDqRE/mqdefault.jpg","relevant"
62,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","1eaa15330211e7c0ba080c662cf6f14052efb8e6","7Agd2SnLM84","Channel 4 News","Coronavirus panic buyers ‘should be ashamed’ says NHS Director as world leaders call for calm",97620,"27:07","27 minutes",2020-03-22T17:09:25.000Z,259200,161077,"false","true",63,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/7Agd2SnLM84/mqdefault.jpg","relevant"
63,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","93289b02ea101c3bea147f7c73a3e9f7153594fd","fZI-yGZiSkQ","CNA","COVID-19: Singapore limits gathering size to 10, closes entertainment venues | Full news conference",212580,"59:03","59 minutes",2020-03-24T17:09:25.000Z,86400,111384,"false","true",64,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/fZI-yGZiSkQ/mqdefault.jpg","relevant"
64,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","9357ba350c9a5d73f03ccbc2e6fcae8de991f474","vwZJGK5HoAg","CBS Chicago","Foggy Morning, Sunny Day Ahead",7680,"2:08","2 minutes, 8 seconds",2020-03-25T12:09:25.000Z,18000,149,"false","true",65,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/vwZJGK5HoAg/mqdefault.jpg","off-topic"
65,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","6c4f1bc61e6b87726d9bb7a3d25b2fd9efa9756c","OFd-09d17BQ","ABC News","Trump: ‘Stay at home and save lives’",5029,"1:23:49","1 hour, 23 minutes",2020-03-22T17:09:25.000Z,259200,208905,"false","true",66,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/OFd-09d17BQ/mqdefault.jpg","relevant"
66,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","0a4a4b715bc55a038b5dcfac3e89fbe3e08cd3fb","MB7k868WRh0","OTV","Know How Long Will Coronavirus Live On Surfaces Or In The Air",11280,"3:08","3 minutes, 8 seconds",2020-03-19T17:09:25.000Z,518400,509796,"false","true",67,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/MB7k868WRh0/mqdefault.jpg","relevant"
67,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","6659c46471a3132bd2d33a8896045d20c52f3f2e","-xPiXe43Y14","ETV Andhra Pradesh","How Can You Find Out if You Have Coronavirus ?",11760,"3:16","3 minutes, 16 seconds",2020-03-18T17:09:25.000Z,604800,292420,"false","true",68,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/-xPiXe43Y14/mqdefault.jpg","relevant"
68,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","5a7c6d950f1201c9339f5b9172039e90f9a22520","miZYWSSoYg0","Sky News Australia","Trump says the US will be open for business ’soon’",31620,"8:47","8 minutes, 47 seconds",2020-03-24T17:09:25.000Z,86400,7265,"false","true",69,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/miZYWSSoYg0/mqdefault.jpg","relevant"
69,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","eba8e6e2dcad6aa0791ba87b6ca77e3f997e5284","bCdObFRyAtM","Thanthi TV","உங்களுக்கு கொரோனா வைரஸ் உள்ளதா..? கண்டுபிடிப்பது எப்படி..? - இந்தியர்கள் ஜாக்கிரதை..! | Corona Virus",13500,"3:45","3 minutes, 45 seconds",2020-02-25T17:09:25.000Z,2592000,1821,"true","true",70,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/bCdObFRyAtM/mqdefault.jpg","off-topic"
70,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","41da5ab414517edff9067e345e6b71e65445f1d0","FeIUmACQGOo","Trung Nguyen","Lady  Kenny Rogers Lyrics",14100,"3:55","3 minutes, 55 seconds",2010-03-25T17:09:25.000Z,315532800,6468,"true","true",71,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/FeIUmACQGOo/mqdefault.jpg","off-topic"
71,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","f6fa8dfca009c4627c31e4a1e977497f888b1810","fex90v_wuOU","Dr Nagarekar","98#Corona virus चा खोकला आणि साधा खोकला कसा ओळखायचा|How to identify corono infection|By Dr Nagarekar",18960,"5:16","5 minutes, 16 seconds",2020-03-19T17:09:25.000Z,518400,1896,"true","true",72,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/fex90v_wuOU/mqdefault.jpg","relevant"
72,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","c971a5e03cbf4532338fc5158822eef8bd6e075a","ynyRa208lJk","Quick Support","What is Corona Virus With Full Information? – [Hindi] – Quick Support",38880,"10:48","10 minutes, 48 seconds",2020-02-25T17:09:25.000Z,2592000,1359,"true","true",73,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/ynyRa208lJk/mqdefault.jpg","relevant"
73,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","db520f606c9bdefc3738aa61ccab7d05357eac50","onwYpQjkd-E","CityNews Toronto","PM’s $82B financial support bill hits snag",6420,"1:47","107 seconds",2020-03-24T23:09:25.000Z,64800,3882,"true","true",74,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/onwYpQjkd-E/mqdefault.jpg","linked"
74,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","db6d8b1cf549f69f11c9210f554128e52d3af396","2ObbunBKqfI","Doctor Arunkumar","கொரோனா வைரஸ் – முழு தகவல்கள் | Dr. அருண்குமார் | Corona virus – Complete details",34980,"9:43","9 minutes, 43 seconds",2020-02-25T17:09:25.000Z,2592000,880406,"true","true",75,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/2ObbunBKqfI/mqdefault.jpg","relevant"
75,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","919651152133d713c4aa076f79f0ac4da534b6ab","Y4Ho96UKfYA","Peak Prosperity","New Research Suggests The Coronavirus May Be Far Worse Than We Thought",99360,"27:36","27 minutes",2020-02-25T17:09:25.000Z,2592000,621294,"true","true",76,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/Y4Ho96UKfYA/mqdefault.jpg","relevant"
76,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","7f06a0da4e5a1e565f407281027c31ab53445dab","jDKGE70xSbs","Live Hindustan","Corona virus Lockdown: पूरे देश में लॉकडाउन का ऐलान, जरूरी सेवाओं पर नहीं होगा कोई असर",12660,"3:31","3 minutes, 31 seconds",2020-03-24T20:09:25.000Z,75600,4363,"true","true",77,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/jDKGE70xSbs/mqdefault.jpg","relevant"
77,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","8a0dee519a8eaff88835f11b4c2d210381ef9a53","fE1bvEp8V-Y","ashley max","She Believes In Me - Kenny Rogers ( with lyrics )",15600,"4:20","4 minutes, 20 seconds",2012-03-25T16:09:25.000Z,252460800,10026,"true","true",78,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/fE1bvEp8V-Y/mqdefault.jpg","off-topic"
78,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","ba3fe67c7f762ba30ee09483b397e4d1b4220741","NMfjtLuFnRg","Science and Maths by Primrose Kitten","Dear Year 11. What GCSE grades are going to be now exams have been cancelled",51480,"14:18","14 minutes, 18 seconds",2020-03-21T17:09:25.000Z,345600,84542,"true","true",79,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/NMfjtLuFnRg/mqdefault.jpg","linked"
79,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","10c9930e7083e8d267756daba89f6fe34157faee","BoJNpbolnpc","Mel Robbins","Day 5: Surviving living with your family without going crazy | Mel Robbins",99180,"27:33","27 minutes",2020-03-19T17:09:25.000Z,518400,22975,"true","true",80,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/BoJNpbolnpc/mqdefault.jpg","linked"
80,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","83493ff9a45c1b0837a61f1d719d4904bd2611d9","CQ1SWLD2Sk0","O/C Records","Unique Salonga - Bukod-Tangi (Official 360° Video)",13680,"3:48","3 minutes, 48 seconds",2020-02-25T17:09:25.000Z,2592000,650868,"true","true",81,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/CQ1SWLD2Sk0/mqdefault.jpg","off-topic"
81,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","0e277357d1bce867192bfe998c66a20de56a69fe","FrSRc0Q1N7M","The Lallantop","Former RBI Governor Raghuram Rajan ने बताया coronavirus का असर इकॉनमी पर कैसे पड़ा",15720,"4:22","4 minutes, 22 seconds",2020-03-25T10:09:25.000Z,25200,456280,"true","true",82,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/FrSRc0Q1N7M/mqdefault.jpg","relevant"
82,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","8b22a91f56c3c69e8ce6bd4d7c5d62478560c3b4","ckIIx1OnoZ0","BBC News Hindi","Corona Virus क्या गर्मी बढ़ने पर ख़त्म हो जाएगा? (BBC Hindi)",11400,"3:10","3 minutes, 10 seconds",2020-03-21T17:09:25.000Z,345600,3596,"true","true",83,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","true","https://i.ytimg.com/vi/ckIIx1OnoZ0/mqdefault.jpg","relevant"
83,"true","ddaa9f9a8899bfa9aa9",2020-03-25T16:58:19.986Z,2020-03-25T17:09:25.000Z,"en","","be45b9a9235eb531e898c13bd7bd5959aeb47c49","vA3hqnBIVQA","Thanthi TV","சாதாரண காய்ச்சலுக்கும், கொரோனா காய்ச்சலுக்கும் என்ன வித்தியாசம்..? | Corona Fever | Corona Virus",15840,"4:24","4 minutes, 24 seconds",2020-03-18T17:09:25.000Z,604800,1633,"true","true",84,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,609345,5908,204,18,"wetest1","tofu-okra-coffee","English","false","false","https://i.ytimg.com/vi/vA3hqnBIVQA/mqdefault.jpg","relevant"
